name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2012-01-01,11,5.7,8.4,11,4.5,6.9,4,74.1,1.47,100,16.67,rain,0,0,35.3,19.9,203.7,1014,33.8,15.8,102.6,8.8,4,,2012-01-01T07:20:08,2012-01-01T16:38:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-02,9.9,1,4.3,8.1,-3.6,0.1,-6.3,47,0,0,0,,0,0,49.8,29.4,262.3,1007.4,41.7,16,100.8,8.8,4,,2012-01-02T07:20:14,2012-01-02T16:39:44,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-03,0.8,-8.8,-3.3,-3.6,-16.5,-9.6,-12.8,48.7,0,0,0,,0,0,50.9,29.5,297.6,1013.6,28.5,16,69,6,3,,2012-01-03T07:20:19,2012-01-03T16:40:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-04,-2.8,-10.8,-6.7,-6.6,-19.1,-12.5,-16.3,47.3,0,0,0,,0,0,38.7,21.5,266.2,1019.9,32.9,16,85.3,7.2,4,,2012-01-04T07:20:21,2012-01-04T16:41:29,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-05,4,-2.8,0.6,0.6,-7.2,-2.9,-8.6,50.3,0,0,0,,0,0,36.9,24.8,266.7,1013,81.9,16,93,7.9,4,,2012-01-05T07:20:21,2012-01-05T16:42:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-06,11.3,1.5,6.6,11.3,-1.1,4.9,-3.3,50.4,0,0,0,,0,0,50,20.2,221.1,1010.5,35.2,15.7,110.8,9.6,5,,2012-01-06T07:20:18,2012-01-06T16:43:21,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-07,17.1,7,11.3,17.1,6,10.7,-0.5,44.6,0,0,0,,0,0,49.7,19.5,253.1,1008.8,17.3,16,110.3,9.5,5,,2012-01-07T07:20:13,2012-01-07T16:44:19,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-08,7.8,1,5.2,5.4,-3.3,2.1,-5.2,46.9,0,0,0,,0,0,37.1,21,297.1,1021.7,37.6,16,114.6,9.8,5,,2012-01-08T07:20:06,2012-01-08T16:45:18,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-09,4.6,-0.8,1.8,4,-3.6,0,-7.2,51.6,0,0,0,,0,0,,13.8,196,1023.5,37.7,16,90.2,7.8,4,,2012-01-09T07:19:57,2012-01-09T16:46:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-10,8,0.8,4.6,5.7,-3,1.6,-4.1,54,0,0,0,,0,0,38.9,18.9,263.3,1013.7,55.5,15,113.8,9.8,5,,2012-01-10T07:19:45,2012-01-10T16:47:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-11,8,2.7,5.5,6.4,1.8,4,-1.9,59.2,0.355,100,4.17,rain,0,0,27.7,18.6,101.7,1016.5,33.1,15.8,111.2,9.6,5,,2012-01-11T07:19:31,2012-01-11T16:48:22,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-12,7.3,5.2,6.3,6,0.6,3.4,4.9,91,35.235,100,58.33,rain,0,0,62.1,45.2,51.8,1001,99.9,8.5,60.2,5.2,3,,2012-01-12T07:19:15,2012-01-12T16:49:26,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-13,9.3,-2,2.6,6.9,-8.9,-2.2,-2.8,69.7,1.943,100,12.5,rain,0,0,62.8,41.7,244.2,999.2,77.4,12.8,100.6,8.7,5,,2012-01-13T07:18:57,2012-01-13T16:50:31,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-14,0.1,-2,-1.3,-3.8,-8.2,-6.5,-9.6,53.2,0,0,0,,0,0,48.2,24.8,267.7,1013.8,76.4,16,89.2,7.9,4,,2012-01-14T07:18:37,2012-01-14T16:51:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-15,-2.9,-8.8,-6.2,-8.4,-16.5,-12.7,-17.8,40.5,0,0,0,,0,0,46.4,23.3,309.4,1027.5,19.5,16,128.6,11.1,5,,2012-01-15T07:18:14,2012-01-15T16:52:43,0.73,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-16,2.6,-9.1,-3.5,-0.8,-14.2,-6.4,-12.5,50.1,0.388,100,4.17,"rain,snow",0,0,39,19.4,198.6,1031.7,35.1,15.7,125.3,10.8,5,,2012-01-16T07:17:49,2012-01-16T16:53:51,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-17,11,2,5.5,11,-2,2.9,3,84.3,5.454,100,41.67,"rain,snow",0,0,42.5,18,213.8,1011.3,79.2,13.2,41.4,3.6,2,,2012-01-17T07:17:22,2012-01-17T16:54:59,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-18,12,-4,3.4,12,-8.4,-0.8,-7.2,46.8,0.024,100,4.17,rain,0,0,59.5,36.2,298.2,1012.5,32.5,16,126.8,10.8,5,,2012-01-18T07:16:53,2012-01-18T16:56:08,0.84,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-19,2.8,-7.2,-2.1,-0.6,-12.6,-6.3,-10.3,54,0,0,0,,0,0,33.5,16.1,100.7,1020.3,51.3,16,104.4,8.9,4,,2012-01-19T07:16:22,2012-01-19T16:57:18,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-20,2.2,-3.9,-1.1,-1.3,-9.9,-5.5,-12.1,44.2,0,0,0,"rain,snow",1.8,0.6,40.7,26.1,297,1021,42.9,16,130.1,11.2,5,,2012-01-20T07:15:48,2012-01-20T16:58:28,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-21,-2,-5.1,-3.5,-3,-12.2,-9,-7.6,74.8,8.833,100,45.83,snow,4.2,4.1,35.3,23.5,29.2,1020.5,96.4,9.3,11.5,0.9,0,,2012-01-21T07:15:13,2012-01-21T16:59:39,0.94,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-22,1.2,-8,-3.5,-1.9,-14.4,-8.6,-7.8,72.4,0,0,0,snow,1.8,7,31.3,20.7,37.6,1031.4,61.6,16,74.5,6.3,3,,2012-01-22T07:14:35,2012-01-22T17:00:51,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-23,11.5,1,5.1,11.5,-3.7,2.8,3.7,90.8,8.882,100,45.83,rain,0,3.4,35.3,18.7,80.6,1021.3,99.6,7.2,38.2,3.4,2,,2012-01-23T07:13:56,2012-01-23T17:02:03,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-24,11.6,6,8.9,11.6,3.8,7.3,3.2,68.8,0.115,100,8.33,rain,0,0.2,40.7,24.1,256.8,1015.7,54.5,14.9,115.2,9.9,5,,2012-01-24T07:13:14,2012-01-24T17:03:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-25,6.9,3,4.6,4.2,-1,1.6,-3.6,55.2,0,0,0,,0,0,38.9,22.8,306.9,1023.8,61.8,16,126.6,11,5,,2012-01-25T07:12:31,2012-01-25T17:04:28,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-26,3.8,1,2.6,3.6,-1.4,0.7,-1.1,77.2,4.461,100,45.83,"rain,snow",0,0,25.9,13.2,61.2,1020,94.3,12.4,61.4,5.2,2,,2012-01-26T07:11:45,2012-01-26T17:05:41,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-27,14.7,3.8,9.3,14.7,2.9,8.1,6.2,83.1,11.562,100,33.33,rain,0,0,52.4,34.8,270.9,1001.4,84.7,9,44,3.9,3,,2012-01-27T07:10:58,2012-01-27T17:06:54,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-28,7.8,3.2,6.1,5.6,0.4,3.1,-3.6,50.2,0,0,0,,0,0,56.3,37.7,252.2,1014.3,51.6,16,138.6,11.9,5,,2012-01-28T07:10:08,2012-01-28T17:08:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-01-29,6.5,0.9,3.9,2.7,-3.7,-0.4,-10.9,33.4,0,0,0,,0,0,54.3,28.8,251,1019.6,37.3,16,132.2,11.5,6,,2012-01-29T07:09:17,2012-01-29T17:09:22,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,KTEB,KEWR,KLGA,72502014734,72503014732"
New York,2012-01-30,4,1.4,2.7,-0.2,-4.4,-2,-9.7,40.2,0,0,0,,0,0,52.3,33.2,272.9,1022.7,53.6,16,142.8,12.2,6,,2012-01-30T07:08:24,2012-01-30T17:10:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,KTEB,KEWR,KLGA,72502014734,74486094789,72503014732"
New York,2012-01-31,15.1,2.7,8.6,15.1,-0.6,7.1,-4.2,41,0,0,0,,0,0,38.9,25.8,221,1019.9,55.4,16,122.1,10.7,5,,2012-01-31T07:07:30,2012-01-31T17:11:50,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-01,17.1,9.1,12.9,17.1,6.6,12.7,2.3,49,0.673,100,8.33,rain,0,0,51.7,22.6,248.9,1013.9,54.6,15.9,102.4,8.9,5,,2012-02-01T07:06:33,2012-02-01T17:13:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-02,10,3,6.1,7.7,-1.7,3.4,-1.9,56.8,0,0,0,,0,0,45.5,22.8,334.7,1017.8,61.8,16,73.3,6.2,4,,2012-02-02T07:05:35,2012-02-02T17:14:19,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-03,7,-0.8,3,6.1,-5.9,-0.6,-8.1,44.8,0,0,0,,0,0,44.5,23.2,307.8,1028.3,11.9,16,153.5,13.2,6,,2012-02-03T07:04:35,2012-02-03T17:15:33,0.37,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-04,7.4,2.9,5.2,7,-1.2,3.1,-5.9,44.8,0,0,0,,0,0,27.7,17.3,298.4,1023.4,50,16,89,7.7,4,,2012-02-04T07:03:34,2012-02-04T17:16:48,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-05,4.3,0.8,2,4.2,-3.6,-0.9,-7.8,48.7,0,0,0,,0,0,31.3,17.4,0.8,1020.6,22.6,16,116.7,10,5,,2012-02-05T07:02:31,2012-02-05T17:18:02,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-06,11,0.6,5.2,11,-3.3,2.4,-5.7,46.3,0,0,0,,0,0,38.9,22.2,242,1018.1,0.2,16,157.1,13.4,6,,2012-02-06T07:01:26,2012-02-06T17:19:16,0.46,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-07,8.8,3.9,6.1,6.7,1.1,3.5,-3.7,49.5,0,0,0,,0,0,38.9,19.8,298.4,1018.3,20.6,16,155.9,13.3,6,,2012-02-07T07:00:20,2012-02-07T17:20:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-08,3.4,-0.1,1.2,1.9,-4.1,-1.2,-7.2,55.7,0.347,100,20.83,"rain,snow",0,0,,14.3,15.6,1023.6,63.4,14.1,56.4,4.8,3,,2012-02-08T06:59:12,2012-02-08T17:21:44,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-09,7.5,-0.6,2.9,4.8,-4.7,-0.3,-5.8,56.4,0,0,0,,0,0,38.9,18.5,282.7,1019.3,14.1,15.1,163.7,14,6,,2012-02-09T06:58:03,2012-02-09T17:22:58,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-10,7.2,0.8,4.1,4.4,-2,1.8,-5.6,49.9,0,0,0,,0,0,33.5,22.7,243.7,1017.9,43.3,15.7,156.3,13.5,6,,2012-02-10T06:56:52,2012-02-10T17:24:12,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-11,3.2,0.9,2,1.9,-3.1,-0.6,-2.7,72.4,2.08,100,29.17,"rain,snow",0,0,46.6,21.7,353.4,1006.3,99.5,10,78,6.6,4,,2012-02-11T06:55:40,2012-02-11T17:25:26,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-12,0.3,-6.4,-2.9,-5.4,-14.5,-9.4,-12.7,47.3,0,0,0,,0,0,50.6,32.8,289.8,1010.2,65.4,15.5,120.7,10.5,4,,2012-02-12T06:54:26,2012-02-12T17:26:39,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-13,6.3,-2.1,1.8,3.2,-8,-2.7,-9.7,43.4,0,0,0,,0,0,44.6,26.5,252,1015.6,35.3,16,173.3,14.8,6,,2012-02-13T06:53:12,2012-02-13T17:27:52,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-14,8,2.3,5,6.8,-0.4,3.4,-7.3,42.8,0.468,100,4.17,rain,0,0,35.7,15.8,196.8,1017.9,83.9,15.9,93.2,8,3,,2012-02-14T06:51:56,2012-02-14T17:29:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-15,7.1,4,5.6,5.8,2.5,4.2,1.9,77.5,0.252,100,8.33,rain,0,0,,14.7,325.1,1021.4,88.7,13,94.5,8.1,4,,2012-02-15T06:50:38,2012-02-15T17:30:18,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-16,6.2,2.5,4.5,4.4,1.7,3.2,0.8,77,4.493,100,41.67,rain,0,0,31.3,11,151.3,1022.8,71.2,12.5,62.3,5.3,4,,2012-02-16T06:49:20,2012-02-16T17:31:30,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-17,10.2,6,7.5,10.2,3.1,5.4,-0.6,61.3,0.627,100,8.33,rain,0,0,43.9,25.5,276.8,1015.3,56.7,13.1,129.5,11.1,6,,2012-02-17T06:48:00,2012-02-17T17:32:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-18,8.3,2,5.1,6.2,-1.8,2.5,-5.3,48.9,0.547,100,8.33,rain,0,0,33.5,21.7,263.6,1015.9,39.4,15.9,175.1,15.1,7,,2012-02-18T06:46:39,2012-02-18T17:33:55,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-19,6.3,1.6,3.9,4.9,-2.3,1.2,-5.7,50.8,0,0,0,,0,0,35.3,22.9,8.3,1016.7,26.5,16,101.8,8.7,4,,2012-02-19T06:45:17,2012-02-19T17:35:06,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-20,7.8,-0.4,3,5,-5.2,-0.7,-9.1,42,0,0,0,,0,0,42.5,22.3,359.6,1020.9,21.5,16,132.2,11.3,6,,2012-02-20T06:43:54,2012-02-20T17:36:17,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-21,7.8,0.4,4.5,5.8,-2.3,2,-4,54.5,0,0,0,,0,0,47.5,29.4,158.6,1022.2,37.9,16,147.9,12.8,7,,2012-02-21T06:42:30,2012-02-21T17:37:29,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-22,13.3,6.5,9.5,13.3,4.1,8.5,0.8,56.9,0,0,0,,0,0,35.3,22,219.5,1005.7,57.9,15.8,160.4,13.8,5,,2012-02-22T06:41:05,2012-02-22T17:38:39,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-23,14,7.9,10.5,14,5.4,9.8,0.2,51.3,0,0,0,,0,0,49.8,32,283.6,1000.2,49.4,16,179.1,15.4,7,,2012-02-23T06:39:39,2012-02-23T17:39:50,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-24,7.9,2.5,5.1,5.5,-1.5,2.2,2.1,82.7,13.683,100,58.33,rain,0,0,38.2,22.7,59.2,1001.3,95.7,10,43.2,3.8,2,,2012-02-24T06:38:12,2012-02-24T17:41:00,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-25,7,1.9,4.8,3,-3.9,-0.4,-6.4,44.7,0,0,0,,0,0,63.4,40.5,271.6,1003.2,50.1,16,147.5,12.9,5,,2012-02-25T06:36:44,2012-02-25T17:42:10,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-26,6.3,-1.6,2.6,4.4,-7.2,-1.2,-10.9,36.9,0,0,0,,0,0,58.2,33.1,296.7,1027,6.6,16,204.8,17.7,7,,2012-02-26T06:35:15,2012-02-26T17:43:19,0.15,Clear,Clear conditions throughout the day.,clear-day,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-27,13.2,2.6,7.9,13.2,0.1,7,-2.4,48.9,0,0,0,,0,0,39.1,27.9,215,1024.8,33.9,15.9,200.7,17.2,7,,2012-02-27T06:33:46,2012-02-27T17:44:28,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-28,10.2,4.2,6.8,10.2,-0.5,4.5,-6.3,39.3,0,0,0,,0,0,53.7,34.1,311.9,1026.8,30.3,16,204.4,17.7,7,,2012-02-28T06:32:15,2012-02-28T17:45:37,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-02-29,5.3,3.2,4.3,4.2,-0.2,2,-0.8,72.1,9.572,100,45.83,rain,0,0,38.9,15.3,58.9,1020,83.1,10.2,87,7.5,5,,2012-02-29T06:30:44,2012-02-29T17:46:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-01,5.3,3.2,4,4.7,0.5,2,2.3,89.2,3.043,100,33.33,rain,0,0,46.4,12.3,16.8,1007.5,99.8,13.1,117.1,10.1,5,,2012-03-01T06:29:12,2012-03-01T17:47:54,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-02,6,1.1,3.1,2.8,-2.9,-0.2,-0.8,75.6,2.272,100,12.5,rain,0,0,40.9,22.9,103.5,1016.9,99.9,15.4,135.2,11.7,5,,2012-03-02T06:27:40,2012-03-02T17:49:02,0.32,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-03,13.3,5.3,9.2,13.3,2.3,8.2,1.9,67.6,4.724,100,29.17,rain,0,0,51.8,22.8,296.4,1001.3,66.3,11,88.8,7.5,4,,2012-03-03T06:26:06,2012-03-03T17:50:10,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-04,7.3,2.2,5.1,3.8,-2.2,2.2,-7,41.8,0,0,0,,0,0,44.9,28.8,282.6,1004.5,70.5,15.8,56.3,4.9,2,,2012-03-04T06:24:33,2012-03-04T17:51:17,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-05,6.5,-1,2.4,3.7,-7.1,-1.8,-11.3,37.5,0,0,0,,0,0,44.3,26.9,294.5,1016.3,26.5,16,131.6,11.3,6,,2012-03-05T06:22:58,2012-03-05T17:52:24,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-06,6.3,-3,1.2,4.7,-8.8,-2.6,-11.3,39.9,0,0,0,,0,0,44.3,20.3,275.9,1034.4,6.1,16,222.4,19.1,8,,2012-03-06T06:21:23,2012-03-06T17:53:31,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-07,16.3,2.8,9.3,16.3,-1.3,7.7,-1.2,50.1,0,0,0,,0,0,37.1,21.3,209.8,1031.4,16.2,16,220.8,19.1,8,,2012-03-07T06:19:48,2012-03-07T17:54:38,0.48,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-08,21.5,11.7,16,21.5,11.7,16,7.8,59.5,0,0,0,,0,0,59.2,44,216.6,1019.7,41.6,16,206.2,17.7,7,,2012-03-08T06:18:12,2012-03-08T17:55:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-09,17.2,3,7.6,17.2,-1.1,4.6,-3.4,47.7,0.468,100,4.17,rain,0,0,51.7,31.9,297.7,1018.5,70.7,15.8,149.1,12.8,6,,2012-03-09T06:16:35,2012-03-09T17:56:50,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-10,5.8,-1.7,2.3,5.8,-8.5,-1.1,-12,34.2,0,0,0,,0,0,52.4,27.9,302.2,1030.9,27.4,16,185.7,16.1,8,,2012-03-10T06:14:58,2012-03-10T17:57:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-11,15.3,1.9,8.4,15.3,-1.9,6.6,-5.9,36.6,0,0,0,,0,0,38.9,22.2,228.2,1030.7,7.2,16,241,20.1,8,,2012-03-11T07:13:21,2012-03-11T18:59:02,0.62,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-12,20.9,8,13.6,20.9,6.6,13.1,0.4,41.7,0,0,0,,0,0,31.3,15.7,217,1024.5,30.2,16,220.6,19.2,8,,2012-03-12T07:11:44,2012-03-12T19:00:07,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-03-13,23.2,12.1,17.2,23.2,12.1,17.2,10,64,1.003,100,8.33,rain,0,0,36.7,23,212.1,1016.2,70.1,15.5,149.1,12.9,7,,2012-03-13T07:10:06,2012-03-13T19:01:12,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
