name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2012-09-17,25.1,14.6,19.7,25.1,14.6,19.7,9.6,53.4,0,0,0,,0,0,32.4,21,214.3,1018.2,19.9,16,251.3,21.8,8,,2012-09-17T06:38:59,2012-09-17T19:00:56,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-18,24.3,19.8,21.9,24.3,19.8,21.9,19.3,85.4,33.797,100,54.17,rain,0,0,70.1,40.7,177.6,1009.6,100,12.2,113.3,9.7,5,,2012-09-18T06:39:58,2012-09-18T18:59:15,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-19,21,15.5,18.3,21,15.5,18.3,8.8,56.6,3.073,100,4.17,rain,0,0,55.2,29.1,318.2,1015.2,55.1,16,179.8,15.5,6,,2012-09-19T06:40:57,2012-09-19T18:57:33,0.13,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-20,19.7,12.9,16.4,19.7,12.9,16.4,10.3,67.2,0,0,0,,0,0,31.3,21,62.8,1021.3,45.2,16,154.2,13.2,5,,2012-09-20T06:41:56,2012-09-20T18:55:52,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-21,22.6,16.3,18.8,22.6,16.3,18.8,12.1,66.5,0,0,0,,0,0,29.5,16.9,104.9,1018.4,50.1,16,230.6,19.9,8,,2012-09-21T06:42:55,2012-09-21T18:54:10,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-22,24.4,15.9,19.8,24.4,15.9,19.8,16,79.5,5.931,100,16.67,rain,0,0,46.7,26.5,163.5,1012.4,58.6,15.2,230.5,20,8,,2012-09-22T06:43:55,2012-09-22T18:52:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-23,19.9,13.5,17.2,19.9,13.5,17.2,8,57.4,0.115,100,4.17,rain,0,0,44.3,21.3,309.4,1016.1,35.3,15.8,243.7,21.1,8,,2012-09-23T06:44:54,2012-09-23T18:50:48,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-24,19,12.3,15.5,19,12.3,15.5,4.4,49.5,0,0,0,,0,0,33.5,15.3,283.3,1020.1,33.8,16,224.2,19.5,7,,2012-09-24T06:45:54,2012-09-24T18:49:06,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-25,22.5,12.5,17.2,22.5,12.5,17.2,7.6,54.1,0,0,0,,0,0,37.1,20.4,215.9,1021,19.2,16,238.3,20.6,8,,2012-09-25T06:46:54,2012-09-25T18:47:25,0.34,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-26,24.3,18.1,20.4,24.3,18.1,20.4,14.5,69,0.184,100,8.33,rain,0,0,35.3,16.9,218.5,1018.3,90.2,15.9,162.6,14.2,7,,2012-09-26T06:47:53,2012-09-26T18:45:44,0.38,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-27,23.3,18.3,20.8,23.3,18.3,20.8,15.8,73.7,1.341,100,16.67,rain,0,0,,13.2,326.8,1019.8,83.5,14.4,91.1,7.6,3,,2012-09-27T06:48:54,2012-09-27T18:44:04,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-28,19.9,16.3,18.7,19.9,16.3,18.7,17.3,91.6,39.963,100,58.33,rain,0,0,37.1,15.3,57.5,1016.9,95.7,11,171.2,14.8,6,,2012-09-28T06:49:54,2012-09-28T18:42:23,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-29,18,14.3,16.2,18,14.3,16.2,12.4,78.9,0,0,0,,0,0,,10.9,350.4,1012.9,98.3,15.6,159.4,13.7,6,,2012-09-29T06:50:54,2012-09-29T18:40:43,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-09-30,19.9,13.5,16,19.9,13.5,16,10.2,70,0.677,100,8.33,rain,0,0,30.2,17.2,290.9,1009.8,66,16,204.7,17.8,7,,2012-09-30T06:51:55,2012-09-30T18:39:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-01,21.4,12,16.6,21.4,12,16.6,8.2,58.8,0,0,0,,0,0,35.3,17.9,267.9,1011.7,14.8,16,225.5,19.2,8,,2012-10-01T06:52:56,2012-10-01T18:37:24,0.55,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-02,20.4,17,17.9,20.4,17,17.9,13.4,77.1,9.936,100,41.67,rain,0,0,,15.4,56.9,1015.6,95.8,10.1,140.6,12,5,,2012-10-02T06:53:57,2012-10-02T18:35:45,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-03,22.8,17.2,19.6,22.8,17.2,19.6,18.5,93.8,0,0,0,,0,0,,9.6,30.6,1017.4,98.4,3.4,152.2,13.1,5,,2012-10-03T06:54:59,2012-10-03T18:34:06,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-04,23.1,20.1,21.4,23.1,20.1,21.4,19.6,89.3,0.455,100,12.5,rain,0,0,,12.2,62.2,1018.9,71,6.5,106.4,9.4,3,,2012-10-04T06:56:00,2012-10-04T18:32:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-05,25.9,17.2,21,25.9,17.2,21,14.5,69.1,0,0,0,,0,0,27.7,11.2,263.5,1016.4,5.7,15.1,208,18.1,7,,2012-10-05T06:57:02,2012-10-05T18:30:50,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-06,24.6,13.2,19.2,24.6,13.2,19.2,12.7,66.2,0,0,0,,0,0,51.8,26.5,257.1,1011.3,31.1,15.5,174.5,15.1,7,,2012-10-06T06:58:04,2012-10-06T18:29:12,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-07,13.1,9.5,11.1,13.1,7.7,10.8,5.6,69.9,4.82,100,33.33,rain,0,0,29.5,13,319.5,1017.8,67.3,14.7,48.6,4.1,2,,2012-10-07T06:59:07,2012-10-07T18:27:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-08,12.4,7.3,10.2,12.4,5.7,9.6,5.3,72.3,0,0,0,,0,0,,13,326,1023.2,44.9,16,70.7,5.9,3,,2012-10-08T07:00:10,2012-10-08T18:25:59,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-09,14.3,10.4,12.5,14.3,10.4,12.5,9.7,83.1,0.9,100,8.33,rain,0,0,29.5,18.5,45.1,1021.5,97,14.8,150.6,13.1,6,,2012-10-09T07:01:13,2012-10-09T18:24:23,0.81,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-10,19,11.9,15.1,19,11.9,15.1,10.7,77.8,6.192,100,41.67,rain,0,0,41.9,20.7,308.9,1013.2,79.7,12,163.6,14.2,7,,2012-10-10T07:02:16,2012-10-10T18:22:48,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-11,14.8,8.5,11.8,14.8,6.2,11.3,1.2,49.2,0,0,0,,0,0,48.2,19.7,276.9,1020.1,5.6,16,208.1,18,7,,2012-10-11T07:03:20,2012-10-11T18:21:14,0.88,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-12,13.3,7.3,10.4,13.3,4.4,9.5,1.8,56,0,0,0,,0,0,52.4,34.2,294.7,1022,35.9,16,184.8,16,7,,2012-10-12T07:04:24,2012-10-12T18:19:40,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-13,11.3,3.5,8,11.3,2,7.4,-2.4,49.3,0,0,0,,0,0,37.1,16.1,194.2,1030.7,12.9,16,205.4,17.8,7,,2012-10-13T07:05:28,2012-10-13T18:18:07,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-14,21.4,11.2,16,21.4,11.2,16,8.9,63.6,0,0,0,,0,0,38.9,23.5,219.6,1020.4,48.5,16,190.8,16.4,7,,2012-10-14T07:06:33,2012-10-14T18:16:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-15,22.1,15.8,18.5,22.1,15.8,18.5,14.6,78.4,6.037,100,16.67,rain,0,0,39.5,16.2,211.6,1007.7,71.3,15,89.7,7.8,4,,2012-10-15T07:07:38,2012-10-15T18:15:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-16,15.5,11.1,12.8,15.5,11.1,12.8,4,56,0,0,0,,0,0,47.6,25.7,311.3,1008.3,31.7,16,193.8,16.9,7,,2012-10-16T07:08:43,2012-10-16T18:13:33,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-17,16.4,7.3,11.6,16.4,6.7,11.5,3.9,60.2,0,0,0,,0,0,,9.9,290.9,1014.7,24.1,16,118.4,10.2,5,,2012-10-17T07:09:49,2012-10-17T18:12:03,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-18,18.1,9.7,14.4,18.1,9.7,14.4,9.2,71.7,0,0,0,,0,0,33.5,16.9,122.6,1016,43.1,15.6,184.3,15.9,7,,2012-10-18T07:10:55,2012-10-18T18:10:34,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-19,19.3,16.8,17.9,19.3,16.8,17.9,16.9,94,21.263,100,58.33,rain,0,0,40.7,19.9,145,1008.7,96.2,9.5,100.3,8.6,5,,2012-10-19T07:12:01,2012-10-19T18:09:06,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-20,21.2,13.7,16.9,21.2,13.7,16.9,11.1,71.9,0,0,0,,0,0,40.7,24.6,265.2,1006.1,34.9,11.7,179.7,15.5,6,,2012-10-20T07:13:08,2012-10-20T18:07:39,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-21,18.4,9.7,14,18.4,9.2,14,4,52.3,0,0,0,,0,0,38.9,19.9,281.8,1013.8,14.6,16,180.1,15.4,7,,2012-10-21T07:14:14,2012-10-21T18:06:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-22,19.7,10,15,19.7,10,15,4.9,51.8,0,0,0,,0,0,38.9,21.7,296.7,1017.6,4,16,179.7,15.4,7,,2012-10-22T07:15:22,2012-10-22T18:04:48,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-23,18.1,12.4,15,18.1,12.4,15,8.4,65.7,0.548,100,8.33,rain,0,0,,10.4,355.9,1018.8,66.2,15.1,121.3,10.5,5,,2012-10-23T07:16:29,2012-10-23T18:03:24,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-24,15.2,13.3,14.2,15.2,13.3,14.2,12,87.2,0.463,100,12.5,rain,0,0,,13.9,51,1020.3,100,11.8,148.2,12.8,6,,2012-10-24T07:17:37,2012-10-24T18:02:01,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-25,16.4,13.1,14.9,16.4,13.1,14.9,10.8,76.7,0,0,0,,0,0,,10.6,75.5,1023.9,100,16,148.7,12.9,5,,2012-10-25T07:18:46,2012-10-25T18:00:40,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-26,18.4,14.5,16.6,18.4,14.5,16.6,12.4,76.3,0,0,0,,0,0,,6.7,61.9,1022.1,98.9,16,159.2,13.8,6,,2012-10-26T07:19:54,2012-10-26T17:59:19,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-27,18.2,15.8,16.8,18.2,15.8,16.8,12.3,75.2,0,0,0,,0,0,31.3,15.9,61.5,1016,83.6,15.7,65.2,5.5,3,,2012-10-27T07:21:03,2012-10-27T17:58:00,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-28,15.3,13.3,14.3,15.3,13.3,14.3,8.7,69.3,0,0,0,,0,0,54.6,30.5,51.2,1009.4,78.6,15.9,46.5,3.9,3,,2012-10-28T07:22:12,2012-10-28T17:56:42,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-29,16.9,12.4,14,16.9,12.4,14,11.1,82.9,11.105,100,54.17,rain,0,0,100.9,55.3,56.1,985.3,100,10.6,36.7,3.2,2,,2012-10-29T07:23:22,2012-10-29T17:55:25,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-30,13.3,9.6,11.9,13.3,7.8,11.8,8.1,77.9,9.146,100,58.33,rain,0,0,79.5,37.8,170.9,992.3,99,14,96.4,8.2,4,,2012-10-30T07:24:31,2012-10-30T17:54:10,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-10-31,10.4,7.1,8.5,10.4,4.8,6.7,3.2,69.2,0.443,100,8.33,rain,0,0,29.5,16.1,240,1000.1,92.9,16,133.3,11.5,5,,2012-10-31T07:25:41,2012-10-31T17:52:56,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-01,10.9,5.9,8.5,10.9,2.7,6.9,2.7,67.3,0,0,0,,0,0,33.5,22.3,255,1001.9,63.4,16,105.7,9.1,5,,2012-11-01T07:26:51,2012-11-01T17:51:44,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-02,11,6.4,8.8,11,3.2,7.1,1.3,60.2,0,0,0,,0,0,46.6,24.3,284.1,1004,96.1,16,104.1,9.1,5,,2012-11-02T07:28:02,2012-11-02T17:50:32,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-03,10.1,6,7.3,10.1,2.2,4.3,-0.9,56.3,0,0,0,,0,0,51.8,26.2,299.9,1010.3,49.8,16,141.4,12.3,6,,2012-11-03T07:29:12,2012-11-03T17:49:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-04,10.3,4.3,6.6,10.3,1.2,4,-1,59,0,0,0,,0,0,48.2,22,303,1014.4,40.9,16,144.5,13,6,,2012-11-04T06:30:23,2012-11-04T16:48:15,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-05,7.2,2.2,4.9,5.4,-1.2,2,-4.5,51.1,0,0,0,,0,0,38.9,28,337.7,1017.4,58.3,16,144.9,12.5,6,,2012-11-05T06:31:34,2012-11-05T16:47:08,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-06,5.5,0.6,2.9,5.5,-3.6,0,-7.3,47.6,0,0,0,,0,0,,15.5,46.7,1021.9,18,16,141.1,12.1,6,,2012-11-06T06:32:45,2012-11-06T16:46:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
New York,2012-11-07,5,-0.4,2.3,0.9,-6.4,-2.6,-1.9,76,25.12,100,50,"rain,snow",2,0.9,53.5,31.8,20.5,1012.5,84.7,9.2,27.2,2.3,1,,2012-11-07T06:33:56,2012-11-07T16:44:59,0.79,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-08,9,0.5,4.2,6.9,-4.7,0.5,-3.5,59.6,2.411,100,16.67,"rain,snow",3.1,3.8,63,25.1,326.1,1008.8,79.2,13.1,53.5,4.6,2,,2012-11-08T06:35:07,2012-11-08T16:43:58,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-09,12,2.6,7,12,-1.4,4.5,-3.3,48.9,0,0,0,,0,0.4,45.3,22,306.8,1017.6,11.7,16,145.6,12.6,6,,2012-11-09T06:36:18,2012-11-09T16:42:58,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-10,12.2,6.2,9.5,12.2,4.1,8.8,2.7,62.9,0,0,0,,0,0,,10.9,298.8,1026.3,61,12.8,125.5,10.8,5,,2012-11-10T06:37:29,2012-11-10T16:41:59,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-11,17.1,9.2,12.8,17.1,8.4,12.7,8,73.6,0,0,0,,0,0,,11.3,153,1031.2,32.1,12.5,138.5,12,5,,2012-11-11T06:38:41,2012-11-11T16:41:03,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-12,18.1,8.8,14.1,18.1,8.8,14.1,11.5,85,0,0,0,,0,0,40.7,21.3,163.7,1028.4,56.1,10.7,133.4,11.4,5,,2012-11-12T06:39:52,2012-11-12T16:40:08,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-13,15.9,5.2,9.5,15.9,2.3,7.8,5.4,76.1,1.572,100,33.33,rain,0,0,48.7,17.1,325.1,1025.5,93.9,15.1,27.9,2.5,1,,2012-11-13T06:41:03,2012-11-13T16:39:15,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-14,8.4,3.1,5.3,7.5,-0.9,2.4,-3.3,54,0,0,0,,0,0,33.5,18.2,17.1,1032,19.6,16,140.8,12.1,6,,2012-11-14T06:42:14,2012-11-14T16:38:24,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-15,7,2.1,4.7,7,-0.9,2.5,-3.6,55.2,0,0,0,,0,0,25.9,18.5,38.3,1029.1,31.6,16,94.1,8,4,,2012-11-15T06:43:24,2012-11-15T16:37:35,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-16,8.1,3.2,5.2,6.6,0.5,3.2,-3.1,55.5,0,0,0,,0,0,,17.2,10.6,1027.3,28.2,16,73.9,6.5,4,,2012-11-16T06:44:35,2012-11-16T16:36:47,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-17,11,3.5,6.9,11,0.4,5.1,-1.8,54.1,0,0,0,,0,0,29.5,16,29.9,1034.8,1.3,16,132.8,11.4,5,,2012-11-17T06:45:45,2012-11-17T16:36:02,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-18,8.9,3,6.4,6.9,0,4.2,0.3,64.9,0,0,0,,0,0,,18.4,48.6,1037,28.1,15.8,114.2,9.9,5,,2012-11-18T06:46:55,2012-11-18T16:35:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-19,8.4,3.1,6,7.6,-0.4,3.8,1.7,73.8,0,0,0,,0,0,31.3,18.2,41.8,1030.2,52.1,16,50.4,4.4,2,,2012-11-19T06:48:04,2012-11-19T16:34:37,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-20,9.8,3.8,6.9,9.7,1.6,5.5,0.3,63.8,0,0,0,,0,0,,12.5,36.8,1021.6,31.6,16,93.9,8,4,,2012-11-20T06:49:14,2012-11-20T16:33:58,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-21,11.4,4.7,8,11.4,2.7,6.8,-0.3,57.2,0,0,0,,0,0,,14.3,36.4,1022.2,18.4,16,125.8,10.6,5,,2012-11-21T06:50:22,2012-11-21T16:33:20,0.26,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-22,12.1,5.4,8.4,12.1,3.6,7.6,2.8,68.1,0,0,0,,0,0,,10.7,31.3,1023.1,9.6,15.9,99.3,8.6,4,,2012-11-22T06:51:31,2012-11-22T16:32:45,0.3,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-23,12.3,6.2,9.3,12.3,5,9,5.2,76.3,0.365,100,8.33,rain,0,0,31.3,18.4,213,1013.4,34.7,14.2,119.8,10.3,5,,2012-11-23T06:52:38,2012-11-23T16:32:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-24,10.1,2.3,5.5,10.1,-2.8,1.6,-5.3,46.5,0,0,0,,0,0,54.5,36,289.4,1007.2,46.7,16,115.7,10.1,5,,2012-11-24T06:53:45,2012-11-24T16:31:41,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-25,5,1.3,2.7,1.5,-3.1,-1.2,-7.5,47.1,0,0,0,,0,0,42.5,22,271,1012.5,54.8,16,91.3,7.9,5,,2012-11-25T06:54:52,2012-11-25T16:31:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-26,8.6,2.1,5.3,6.9,-1.1,3.1,-6.6,42.6,0,0,0,,0,0,35.3,16.9,268.5,1019,32.9,16,120.7,10.5,5,,2012-11-26T06:55:58,2012-11-26T16:30:46,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-27,5.6,1.2,3.3,5.6,-2.2,0.6,-1,76.5,12.707,100,41.67,"rain,snow",0,0,37.1,17.7,34.9,1024.1,97,11.1,38.1,3.3,2,,2012-11-27T06:57:03,2012-11-27T16:30:22,0.47,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-28,4.6,1.6,2.8,3.2,-2.3,-0.3,-3.7,63.7,0,0,0,rain,0.4,0.2,48.2,19.3,308.2,1023.2,53.6,15.9,92,7.9,4,,2012-11-28T06:58:07,2012-11-28T16:29:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-29,6.2,1,3.7,3.5,-2.9,0.3,-5.2,52.6,0,0,0,,0,0,48.2,20,248.9,1026.2,14.3,15.4,116,10,5,,2012-11-29T06:59:10,2012-11-29T16:29:39,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-11-30,7.7,2.9,5.3,6.1,-1.2,3.3,-2.4,58.1,0,0,0,,0,0,40.7,24,46.6,1028.6,66.7,15.2,100,8.6,5,,2012-11-30T07:00:13,2012-11-30T16:29:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York,2012-12-01,5,2.4,3.8,2.7,-2.3,-0.1,0.9,81.8,0,0,0,,0,0,40.7,23.2,51.1,1031.6,99.9,13.6,80.9,7.1,4,,2012-12-01T07:01:14,2012-12-01T16:29:06,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
